hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),Load Shifting Algorithm
0,1986.36035,-1377.55,-720.603,-1435.95,-760.45,-1372.21,-791.11,9874.73695,4185.71
0,1986.76025,-1374.78,-718.394,-1433.17,-758.211,-1369.46,-788.877,9876.73645,4177.41
0,1987.05627,-1376.8,-719.988,-1435.18,-759.84,-1371.45,-790.486,9878.21655,4183.43
0,1987.47375,-1376.52,-719.782,-1434.91,-759.614,-1371.19,-790.278,9880.30395,4182.62
0,1987.75012,-1364.21,-709.825,-1422.47,-749.697,-1358.78,-780.226,9881.6858,4145.46
0,1988.12524,-1375.93,-719.277,-1434.3,-759.14,-1370.56,-789.773,9883.5614,4180.79
0,1988.46753,-1369.47,-714.123,-1427.82,-753.933,-1364.14,-784.568,9885.27285,4161.43
0,1988.74365,-1370.16,-714.619,-1428.48,-754.492,-1364.76,-785.068,9886.65345,4163.4
0,1989.03699,-1371.97,-716.076,-1430.3,-755.952,-1366.58,-786.539,9888.12015,4168.85
0,1989.34985,-1371.4,-715.629,-1429.73,-755.485,-1366.02,-786.088,9889.68445,4167.15
0,1989.63928,-1368.82,-713.56,-1427.14,-753.409,-1363.44,-783.999,9891.1316,4159.4
0,1989.96497,-1365.16,-710.604,-1423.44,-750.462,-1359.75,-781.017,9892.76005,4148.35
0,1990.16553,-1365.59,-710.918,-1423.86,-750.814,-1360.15,-781.335,9893.76285,4149.6
0,1990.45166,-1376.48,-719.724,-1434.86,-759.583,-1371.12,-790.224,9895.1935,4182.46
0,1990.7251,-1373.92,-717.692,-1432.29,-757.515,-1368.59,-788.169,9896.5607,4174.8
0,1991.14429,-1366.11,-711.354,-1424.39,-751.226,-1360.69,-781.771,9898.65665,4151.19
0,1991.47107,-1363.45,-709.208,-1421.7,-749.086,-1358.01,-779.609,9900.29055,4143.16
0,1991.7677,-1363.5,-709.225,-1421.74,-749.128,-1358.03,-779.626,9901.7737,4143.27
0,1992.13281,-1364.27,-709.84,-1422.51,-749.746,-1358.8,-780.247,9903.59925,4145.58
0,1992.56311,-1373.87,-717.609,-1432.22,-757.478,-1368.49,-788.09,9905.75075,4174.58
0,1992.83899,-1367.74,-712.718,-1426.07,-752.54,-1362.39,-783.151,9907.13015,4156.2
0,1993.10242,-1368.38,-713.172,-1426.67,-753.054,-1362.96,-783.608,9908.4473,4158.01
0,1993.45752,-1367.8,-712.711,-1426.09,-752.586,-1362.38,-783.144,9910.2228,4156.27
0,1993.78003,-1373.96,-717.647,-1432.29,-757.554,-1368.54,-788.124,9911.83535,4174.79
0,1994.17932,-1373.27,-717.154,-1431.63,-757,-1367.92,-787.627,9913.8318,4172.82
0,1994.5072,-1369.37,-714.015,-1427.7,-753.849,-1364.01,-784.459,9915.4712,4161.08
0,1994.91272,-1373.9,-717.609,-1432.23,-757.5,-1368.49,-788.086,9917.4988,4174.62
0,1995.17908,-1372.84,-716.802,-1431.19,-756.646,-1367.48,-787.271,9918.8306,4171.51
0,1995.62305,-1365.84,-711.135,-1424.11,-751.01,-1360.42,-781.55,9921.05045,4150.37
0,1995.93152,-1363.57,-709.305,-1421.83,-749.186,-1358.13,-779.707,9922.5928,4143.53
0,1996.23865,-1374.21,-717.885,-1432.57,-757.755,-1368.83,-788.369,9924.12845,4175.61
0,1996.62646,-1366.36,-711.559,-1424.64,-751.43,-1360.95,-781.978,9926.0675,4151.95
0,1996.98389,-1368.29,-713.089,-1426.58,-752.985,-1362.86,-783.525,9927.85465,4157.73
0,1997.18909,-1368.68,-713.418,-1426.98,-753.298,-1363.27,-783.858,9928.88065,4158.93
0,1997.50134,-1363.83,-709.536,-1422.1,-749.391,-1358.42,-779.94,9930.4419,4144.35
0,1997.79907,-1363,-708.833,-1421.24,-748.73,-1357.54,-779.231,9931.93055,4141.78
0,1998.15979,-1375.11,-718.611,-1433.47,-758.479,-1369.74,-789.102,9933.73415,4178.32
0,1998.49512,-1365.9,-711.187,-1424.18,-751.057,-1360.48,-781.602,9935.4108,4150.56
0,1998.85547,-1363.34,-709.124,-1421.6,-749.003,-1357.91,-779.525,9937.21255,4142.85
0,1999.23657,-1373.95,-717.675,-1432.3,-757.546,-1368.57,-788.156,9939.11805,4174.82
0,1999.67981,-1369.76,-714.338,-1428.1,-754.168,-1364.41,-784.785,9941.33425,4162.27
0,2000.07495,-1362.15,-708.148,-1420.38,-748.042,-1356.69,-778.537,9943.30995,4139.22
0,2000.37219,-1362.83,-708.679,-1421.06,-748.592,-1357.35,-779.076,9944.79615,4141.24
0,2000.68567,-1363.01,-708.826,-1421.24,-748.734,-1357.54,-779.224,9946.36355,4141.79
0,2001.02393,-1368.68,-713.372,-1426.96,-753.303,-1363.21,-783.812,9948.05485,4158.85
0,2001.33801,-1368.62,-713.37,-1426.92,-753.246,-1363.21,-783.809,9949.62525,4158.75
0,2001.63196,-1366.47,-711.654,-1424.76,-751.521,-1361.06,-782.077,9951.095,4152.29
0,2001.9762,-1365.81,-711.102,-1424.08,-750.986,-1360.38,-781.52,9952.8162,4150.27
0,2002.35095,-1364.64,-710.162,-1422.9,-750.048,-1359.2,-780.572,9954.68995,4146.74
0,2002.60718,-1362.43,-708.384,-1420.68,-748.271,-1356.98,-778.778,9955.9711,4140.09
0,2002.94531,-1367.52,-712.438,-1425.79,-752.368,-1362.05,-782.869,9957.66175,4155.36
0,2003.34009,-1372.38,-716.375,-1430.7,-756.279,-1366.95,-786.842,9959.63565,4170.03
0,2003.75,-1372.16,-716.246,-1430.51,-756.103,-1366.79,-786.711,9961.6852,4169.46
0,2004.05591,-1364.95,-710.412,-1423.21,-750.292,-1359.51,-780.821,9963.21475,4147.67
0,2004.42383,-1361.09,-707.311,-1419.32,-747.189,-1355.64,-777.695,9965.05435,4136.05
0,2004.7146,-1371.65,-715.807,-1429.98,-755.69,-1366.24,-786.272,9966.5082,4167.87
0,2005.00696,-1371.6,-715.792,-1429.94,-755.653,-1366.22,-786.253,9967.97,4167.76
0,2005.40381,-1360.77,-707.04,-1418.99,-746.933,-1355.3,-777.417,9969.95425,4135.06
0,2005.88721,-1364.11,-709.689,-1422.34,-749.62,-1358.62,-780.095,9972.37125,4145.07
0,2006.22058,-1368.06,-712.881,-1426.33,-752.799,-1362.6,-783.316,9974.0381,4156.99
0,2006.53906,-1362.85,-708.752,-1421.12,-748.609,-1357.44,-779.149,9975.6305,4141.41
0,2006.91931,-1363.61,-709.312,-1421.85,-749.221,-1358.14,-779.714,9977.53175,4143.6
0,2007.19043,-1367.41,-712.355,-1425.67,-752.274,-1361.94,-782.785,9978.88735,4155.02
0,2007.53137,-1369.53,-714.089,-1427.83,-753.982,-1364.1,-784.535,9980.59205,4161.46
0,2007.8158,-1370.25,-714.685,-1428.56,-754.56,-1364.85,-785.136,9982.0142,4163.66
0,2008.12354,-1366.54,-711.724,-1424.84,-751.575,-1361.15,-782.148,9983.5529,4152.53
0,2008.55042,-1371.51,-715.673,-1429.82,-755.581,-1366.08,-786.132,9985.6873,4167.41
0,2008.85559,-1369.71,-714.27,-1428.03,-754.124,-1364.33,-784.717,9987.21315,4162.07
0,2027.47449,-1363.95,-709.645,-1422.23,-749.49,-1358.56,-780.05,10080.30765,4144.74
0,2027.81934,-1358.41,-705.166,-1416.63,-745.042,-1352.96,-775.53,10082.0319,4128
0,2028.20337,-1365,-710.383,-1423.23,-750.34,-1359.48,-780.795,10083.95205,4147.71
0,2028.54773,-1356.85,-703.862,-1415.02,-743.783,-1351.33,-774.213,10085.67385,4123.2
0,2028.76379,-1355.49,-702.767,-1413.65,-742.699,-1349.96,-773.111,10086.75415,4119.1
0,2029.02515,-1357.57,-704.411,-1415.73,-744.365,-1352.02,-774.771,10088.06095,4125.32
0,2029.37988,-1364.71,-710.191,-1422.96,-750.103,-1359.24,-780.605,10089.8346,4146.91
0,2029.83789,-1352.89,-700.672,-1411.02,-740.606,-1347.34,-770.993,10092.12465,4111.25
0,2030.14868,-1361.73,-707.775,-1419.94,-747.706,-1356.23,-778.168,10093.6786,4137.9
0,2030.50647,-1365.83,-711.072,-1424.07,-751.002,-1360.34,-781.491,10095.46755,4150.24
0,2030.76685,-1366.21,-711.416,-1424.48,-751.309,-1360.77,-781.838,10096.76945,4151.46
0,2031.09924,-1358.83,-705.461,-1417.02,-745.373,-1353.33,-775.826,10098.4314,4129.18
0,2031.38367,-1363.74,-709.377,-1421.96,-749.326,-1358.23,-779.781,10099.85355,4143.93
0,2031.66309,-1358.08,-704.892,-1416.29,-744.771,-1352.62,-775.255,10101.25065,4126.99
0,2031.97852,-1356.13,-703.287,-1414.3,-743.209,-1350.61,-773.635,10102.8278,4121.04
0,2032.25305,-1355.32,-702.623,-1413.48,-742.561,-1349.78,-772.965,10104.20045,4118.58
0,2032.62524,-1368.22,-730.515,-1423.26,-750.597,-1378.32,-788.227,10106.0614,4169.8
0,2033.08765,-1364.79,-745.463,-1416.62,-745.567,-1390.6,-790.403,10108.37345,4172.01
0,2033.45569,-1360.9,-742.385,-1412.67,-742.417,-1386.73,-787.229,10110.21365,4160.3
0,2033.71753,-1370.45,-750.109,-1422.32,-750.12,-1396.35,-795.029,10111.52285,4189.12
0,2034.09692,-1368.41,-748.487,-1420.26,-748.468,-1394.33,-793.383,10113.4198,4183
0,2034.37109,-1361.01,-742.451,-1412.76,-742.507,-1386.82,-787.295,10114.79065,4160.59
0,2034.80823,-1365.58,-746.105,-1417.37,-746.191,-1391.38,-790.992,10116.97635,4174.33
0,2035.0863,-1362.16,-743.41,-1413.95,-743.436,-1388.01,-788.263,10118.3667,4164.12
0,2035.42383,-1361.61,-742.932,-1413.38,-742.995,-1387.42,-787.785,10120.05435,4162.41
0,2035.8042,-1365.17,-745.783,-1416.96,-745.861,-1390.97,-790.665,10121.9562,4173.1
0,2036.18311,-1365.08,-745.751,-1416.89,-745.788,-1390.93,-790.628,10123.85075,4172.9
0,2036.47974,-1368.96,-748.874,-1420.8,-748.92,-1394.82,-793.782,10125.3339,4184.58
0,2036.79968,-1368.9,-748.868,-1420.76,-748.868,-1394.81,-793.77,10126.9336,4184.47
0,2037.13245,-1359.78,-741.451,-1411.52,-741.515,-1385.57,-786.286,10128.59745,4156.87
0,2037.57275,-1358.38,-740.305,-1410.1,-740.389,-1384.14,-785.135,10130.79895,4152.62
0,2037.95557,-1371.03,-750.574,-1422.9,-750.588,-1396.93,-795.5,10132.71305,4190.86
0,2038.28333,-1369.15,-749.09,-1421.01,-749.065,-1395.08,-793.99,10134.35185,4185.24
0,2038.59888,-1365.11,-745.82,-1416.93,-745.807,-1391.01,-790.69,10135.9296,4173.05
0,2038.91675,-1362.92,-744.013,-1414.7,-744.043,-1388.76,-788.871,10137.51895,4166.38
0,2039.2323,-1359.8,-741.482,-1411.55,-741.532,-1385.61,-786.319,10139.0967,4156.96
0,2039.61047,-1367.45,-747.668,-1419.28,-747.703,-1393.32,-792.567,10140.98755,4180.05
0,2039.93896,-1364.3,-745.148,-1416.11,-745.155,-1390.18,-790.015,10142.63,4170.59
0,2040.15356,-1361.02,-742.482,-1412.79,-742.518,-1386.85,-787.326,10143.703,4160.66
0,2040.54321,-1360.34,-741.898,-1412.09,-741.972,-1386.13,-786.743,10145.65125,4158.56
0,2040.91589,-1356.71,-738.973,-1408.42,-739.048,-1382.48,-783.79,10147.51465,4147.61
0,2041.24829,-1357.22,-739.344,-1408.92,-739.462,-1382.95,-784.17,10149.17665,4149.09
0,2041.65698,-1363.09,-744.063,-1414.84,-744.189,-1388.84,-788.936,10151.2201,4166.77
0,2042.03076,-1360.79,-742.28,-1412.55,-742.333,-1386.61,-787.127,10153.089,4159.95
0,2042.51746,-1360.36,-741.91,-1412.11,-741.986,-1386.15,-786.755,10155.5225,4158.62
0,2042.76855,-1358.09,-740.083,-1409.82,-740.16,-1383.87,-784.91,10156.77795,4151.78
0,2043.07825,-1367.84,-747.974,-1419.67,-748.011,-1393.7,-792.877,10158.32645,4181.21
0,2043.49731,-1360.48,-742.023,-1412.23,-742.084,-1386.28,-786.863,10160.42175,4158.99
0,2043.79968,-1361.93,-743.163,-1413.68,-743.247,-1387.71,-788.022,10161.9336,4163.32
0,2044.13513,-1361.46,-742.803,-1413.22,-742.87,-1387.26,-787.656,10163.61085,4161.94
0,2044.36182,-1364.05,-745.29,-1434.05,-752.338,-1392.92,-809.436,10164.7443,4191.02
0,2044.6438,-1356.79,-739.414,-1426.75,-746.488,-1385.62,-803.531,10166.1542,4169.16
0,2044.97424,-1363.97,-745.226,-1434.01,-752.28,-1392.85,-809.412,10167.8064,4190.83
0,2045.4126,-1361.76,-743.468,-1431.79,-750.495,-1390.66,-807.63,10169.9982,4184.21
0,2045.75684,-1358.42,-740.761,-1428.42,-747.802,-1387.29,-804.894,10171.7194,4174.13
0,2045.96936,-1369.35,-811.673,-1426,-746.515,-1454.09,-828.119,10172.782,4249.44
0,2046.35889,-1370.36,-812.416,-1427.05,-747.349,-1455.04,-828.943,10174.72965,4252.45
0,2046.63892,-1379.35,-819.74,-1436.2,-754.649,-1464.13,-836.395,10176.1298,4279.68
0,2046.8623,-1367.64,-810.23,-1424.29,-745.138,-1452.32,-826.719,10177.2467,4244.25
0,2047.23901,-1377.36,-818.115,-1434.17,-753.033,-1462.11,-834.743,10179.13025,4273.64
0,2047.5918,-1374.72,-816.008,-1431.51,-750.888,-1459.5,-832.599,10180.8942,4265.73
0,2047.95386,-1371.84,-813.664,-1428.58,-748.552,-1456.59,-830.215,10182.7045,4257.01
0,2048.29858,-1367.47,-810.112,-1424.14,-745.002,-1452.17,-826.604,10184.4281,4243.78
0,2048.54834,-1378.73,-819.234,-1435.57,-754.15,-1463.5,-835.881,10185.6769,4277.8
0,2048.89624,-1374.4,-815.763,-1431.2,-750.627,-1459.19,-832.35,10187.4164,4264.79
0,2049.34937,-1374.8,-816.041,-1431.57,-750.95,-1459.54,-832.63,10189.68205,4265.91
0,2049.79761,-1371.82,-813.649,-1428.57,-748.537,-1456.57,-830.2,10191.92325,4256.96
0,2050.11792,-1366.99,-809.731,-1423.66,-744.619,-1451.7,-826.217,10193.5248,4242.35
0,2050.56128,-1368.06,-810.537,-1424.71,-745.481,-1452.71,-827.035,10195.7416,4245.48
0,2050.90845,-1369.03,-811.328,-1425.69,-746.268,-1453.69,-827.839,10197.47745,4248.41
0,2051.25586,-1367.19,-809.859,-1423.84,-744.778,-1451.86,-826.346,10199.2145,4242.89
0,2051.55493,-1377.15,-817.946,-1433.96,-752.866,-1461.9,-834.571,10200.70985,4273.01
0,2051.875,-1374.86,-816.12,-1431.65,-751.002,-1459.63,-832.712,10202.3102,4266.14
0,2052.23755,-1365.77,-808.704,-1422.39,-743.626,-1450.43,-825.168,10204.12295,4238.59
0,2052.5979,-1372.98,-814.547,-1429.72,-749.478,-1457.69,-831.115,10205.9247,4260.39
0,2052.96045,-1375.45,-816.552,-1432.22,-751.481,-1460.17,-833.149,10207.73745,4267.84
0,2053.24463,-1365.11,-808.166,-1421.72,-743.088,-1449.76,-824.621,10209.15835,4236.59
0,2053.61621,-1373.72,-815.144,-1430.47,-750.075,-1458.43,-831.723,10211.01625,4262.62
0,2054.00366,-1368.46,-810.929,-1425.16,-745.807,-1453.19,-827.436,10212.9535,4246.81
0,2054.37598,-1364.84,-807.962,-1421.46,-742.87,-1449.5,-824.417,10214.8151,4235.8
0,2054.69043,-1372.57,-814.213,-1429.3,-749.146,-1457.27,-830.775,10216.38735,4259.14
0,2055.02856,-1368.9,-811.27,-1425.59,-746.163,-1453.61,-827.782,10218.078,4248.1
0,2055.47095,-1367.73,-810.865,-1442.77,-752.623,-1455.67,-846.701,10220.28995,4266.17
0,2055.67725,-1369.42,-812.24,-1444.54,-754.005,-1457.39,-848.143,10221.32145,4271.35
0,2056.17065,-1367.74,-828.61,-1440.03,-750.561,-1471.45,-852.149,10223.78845,4279.22
0,2056.52588,-1375.24,-834.46,-1447.69,-756.701,-1478.79,-858.287,10225.5646,4301.72
0,2056.84424,-1379.13,-837.489,-1451.66,-759.884,-1482.58,-861.46,10227.1564,4313.37
0,2057.20361,-1377.52,-836.241,-1450.06,-758.575,-1481.03,-860.193,10228.95325,4308.61
0,2057.59668,-1376.62,-835.538,-1449.13,-757.835,-1480.15,-859.445,10230.9186,4305.9
0,2058.06738,-1371.59,-831.627,-1444.01,-753.723,-1475.25,-855.354,10233.2721,4290.85
0,2058.42773,-1372.22,-832.104,-1444.6,-754.221,-1475.83,-855.806,10235.07385,4292.65
0,2058.7124,-1368.23,-829.01,-1440.56,-750.971,-1471.96,-852.581,10236.4972,4280.75
0,2059.08032,-1378.23,-836.79,-1450.76,-759.152,-1481.71,-860.742,10238.3368,4310.7
0,2059.36963,-1379.83,-838.041,-1452.4,-760.466,-1483.28,-862.064,10239.78335,4315.51
0,2059.64697,-1369.52,-830.976,-1460.34,-759.488,-1476.81,-873.851,10241.17005,4306.67
0,2060.02222,-1366.67,-828.682,-1457.5,-757.169,-1473.99,-871.546,10243.0463,4298.16
0,2060.27368,-1370.32,-831.603,-1461.18,-760.149,-1477.6,-874.519,10244.3036,4309.1
0,2060.4939,-1370.57,-831.846,-1461.46,-760.357,-1477.9,-874.773,10245.4047,4309.93
0,2060.86914,-1375.62,-835.889,-1466.58,-764.482,-1482.91,-878.922,10247.2809,4325.11
0,2061.23975,-1375.38,-835.737,-1466.39,-764.296,-1482.72,-878.791,10249.13395,4324.49
0,2061.5896,-1371.29,-832.468,-1462.23,-760.948,-1478.67,-875.43,10250.8832,4312.19
0,2062.10742,-1366.03,-828.189,-1456.87,-756.651,-1473.37,-871.046,10253.4723,4296.27
0,2062.4375,-1377.4,-837.349,-1468.44,-765.952,-1484.72,-880.45,10255.1227,4330.56
0,2062.86255,-1375.97,-836.221,-1467,-764.781,-1483.32,-879.298,10257.24795,4326.29
0,2063.25195,-1376.99,-837.028,-1468.02,-765.615,-1484.32,-880.12,10259.19495,4329.33
0,2063.6272,-1373.1,-833.926,-1464.09,-762.432,-1480.48,-876.937,10261.0712,4317.67
0,2063.96338,-1376.58,-836.682,-1467.58,-765.277,-1483.89,-879.749,10262.7521,4328.05
0,2064.32813,-1373.27,-834.063,-1464.26,-762.575,-1480.65,-877.075,10264.57585,4318.18
0,2064.6272,-1368.57,-830.255,-1459.46,-758.722,-1475.93,-873.161,10266.0712,4303.96
0,2064.87402,-1370.89,-832.086,-1461.77,-760.616,-1478.2,-875.014,10267.3053,4310.86
0,2065.25293,-1374.54,-835.035,-1465.49,-763.605,-1481.85,-878.046,10269.19985,4321.88
0,2065.44702,-1371.07,-832.286,-1462,-760.767,-1478.44,-875.237,10270.1703,4311.51
0,2065.97168,-1375.11,-835.491,-1466.07,-764.069,-1482.41,-878.514,10272.7936,4323.59
0,2066.40381,-1369.32,-830.878,-1460.23,-759.339,-1476.7,-873.804,10274.95425,4306.25
0,2066.81177,-1368.66,-830.29,-1459.51,-758.794,-1475.98,-873.185,10276.99405,4304.15
0,2067.25708,-1364.79,-827.153,-1455.58,-755.635,-1472.09,-869.986,10279.2206,4292.46
0,2067.57153,-1365.37,-827.58,-1456.14,-756.107,-1472.62,-870.415,10280.79285,4294.13
0,2068.00342,-1371.42,-832.473,-1462.27,-761.042,-1478.68,-875.403,10282.9523,4312.37
0,2068.37793,-1372.13,-833.112,-1463.05,-761.632,-1479.47,-876.071,10284.82485,4314.65
0,2068.74072,-1367.43,-829.324,-1458.29,-757.791,-1474.78,-872.207,10286.6388,4300.5
0,2069.08081,-1374.08,-834.636,-1465,-763.224,-1481.35,-877.623,10288.33925,4320.43
0,2069.42065,-1374.73,-835.211,-1465.72,-763.766,-1482.07,-878.242,10290.03845,4322.52
0,2069.72778,-1375.09,-835.503,-1466.09,-764.061,-1482.43,-878.546,10291.5741,4323.61
0,2070.06885,-1366.17,-828.264,-1456.98,-756.763,-1473.47,-871.115,10293.27945,4296.62
0,2070.48169,-1364.81,-827.146,-1455.59,-755.654,-1472.09,-869.975,10295.34365,4292.49
0,2070.90674,-1365.46,-827.651,-1456.23,-756.179,-1472.71,-870.488,10297.4689,4294.4
0,2071.26147,-1366.78,-828.725,-1457.58,-757.257,-1474.04,-871.583,10299.24255,4298.4
0,2071.604,-1370.58,-831.811,-1461.44,-760.359,-1477.86,-874.731,10300.9552,4309.88
0,2071.8772,-1366.43,-828.503,-1457.27,-756.978,-1473.76,-871.366,10302.3212,4297.46
0,2072.22119,-1363.92,-826.431,-1454.69,-754.928,-1471.2,-869.246,10304.04115,4289.81
0,2090.45093,-1362.77,-825.472,-1453.5,-753.988,-1470.01,-868.264,10395.18985,4286.28
0,2090.77393,-1359.65,-822.942,-1450.33,-751.446,-1466.88,-865.684,10396.80485,4276.86
0,2091.16748,-1358.48,-821.964,-1449.12,-750.492,-1465.67,-864.682,10398.7726,4273.27
0,2091.50146,-1364.67,-826.944,-1455.38,-755.534,-1471.84,-869.757,10400.4425,4291.89
0,2091.84326,-1362.89,-825.57,-1453.62,-754.082,-1470.14,-868.367,10402.1515,4286.65
0,2092.16675,-1358.61,-822.103,-1449.28,-750.598,-1465.84,-864.829,10403.76895,4273.73
0,2092.39917,-1367.12,-828.998,-1457.92,-757.536,-1474.38,-871.866,10404.93105,4299.42
0,2092.7312,-1370.91,-832.081,-1461.77,-760.628,-1478.19,-875.007,10406.5912,4310.87
0,2092.98413,-1367.87,-829.67,-1458.73,-758.153,-1475.21,-872.556,10407.85585,4301.81
0,2093.19531,-1365.63,-827.825,-1456.43,-756.321,-1472.93,-870.669,10408.91175,4294.99
0,2093.61597,-1367.57,-829.37,-1458.38,-757.906,-1474.84,-872.241,10411.01505,4300.79
0,2094.0188,-1367.94,-829.69,-1458.77,-758.209,-1475.23,-872.571,10413.0292,4301.94
0,2094.40771,-1362.42,-825.234,-1453.18,-753.705,-1469.72,-868.029,10414.97375,4285.32
0,2094.83545,-1367,-828.871,-1457.78,-757.435,-1474.22,-871.726,10417.11245,4299
0,2095.20337,-1370.34,-831.621,-1461.2,-760.165,-1477.62,-874.538,10418.95205,4309.16
0,2095.48389,-1366.72,-828.73,-1457.55,-757.209,-1474.04,-871.597,10420.35465,4298.31
0,2095.82104,-1360.37,-823.569,-1451.1,-752.036,-1467.66,-866.33,10422.0404,4279.13
0,2096.21997,-1369.45,-830.909,-1460.31,-759.441,-1476.74,-873.817,10424.03505,4306.5
0,2096.52051,-1358.04,-821.615,-1448.67,-750.13,-1465.24,-864.322,10425.53775,4271.95
0,2096.79224,-1365.85,-827.958,-1456.62,-756.498,-1473.09,-870.803,10426.8964,4295.56
0,2097.08105,-1365.28,-828.098,-1474.73,-763.669,-1475.76,-890.632,10428.34045,4315.77
0,2097.50342,-1361.53,-825.085,-1471.01,-760.621,-1472.06,-887.618,10430.4523,4304.6
0,2097.82153,-1364.35,-827.32,-1473.83,-762.92,-1474.82,-889.89,10432.04285,4313
0,2098.15796,-1361.21,-824.809,-1470.66,-760.352,-1471.72,-887.335,10433.725,4303.59
0,2098.49365,-1360.09,-823.872,-1469.5,-759.436,-1470.56,-886.369,10435.40345,4300.15
0,2098.76318,-1361.48,-824.981,-1470.9,-760.57,-1471.93,-887.499,10436.7511,4304.31
0,2098.95068,-1358.41,-822.519,-1467.8,-758.066,-1468.89,-884.989,10437.6886,4295.1
0,2099.14673,-1366.63,-829.201,-1476.17,-764.79,-1477.15,-891.822,10438.66885,4319.95
0,2099.4978,-1357.49,-821.753,-1466.85,-757.31,-1467.94,-884.198,10440.4242,4292.28
0,2099.81079,-1364.69,-827.608,-1474.19,-763.197,-1475.18,-890.192,10441.98915,4314.06
0,2100.11572,-1358.18,-822.372,-1467.6,-757.884,-1468.7,-884.848,10443.5138,4294.48
0,2100.53857,-1362.72,-825.963,-1472.14,-761.582,-1473.15,-888.495,10445.62805,4308.01
0,2100.87427,-1362.39,-825.746,-1471.85,-761.318,-1472.88,-888.287,10447.30655,4307.12
0,2101.19312,-1356.63,-821.092,-1466.01,-756.612,-1467.12,-883.535,10448.9008,4289.76
0,2101.7417,-1362.9,-826.091,-1472.31,-761.728,-1473.31,-888.622,10451.6437,4308.52
0,2102.1438,-1355.1,-819.797,-1464.4,-755.36,-1465.52,-882.194,10453.6542,4285.02
0,2102.50537,-1367.04,-846.817,-1473.95,-763.101,-1492.96,-897.499,10455.46205,4333.95
0,2102.97144,-1369.57,-848.794,-1476.53,-765.179,-1495.43,-899.574,10457.7924,4341.53
0,2103.21655,-1371.15,-850.028,-1478.17,-766.486,-1496.97,-900.897,10459.01795,4346.29
0,2103.52295,-1359.15,-840.691,-1465.86,-756.606,-1485.29,-891.009,10460.54995,4310.3
0,2103.9187,-1369.41,-848.67,-1476.38,-765.051,-1495.27,-899.45,10462.5287,4341.06
0,2104.16016,-1369.63,-848.852,-1476.63,-765.242,-1495.51,-899.661,10463.736,4341.77
0,2104.44116,-1368.69,-848.117,-1475.67,-764.466,-1494.59,-898.893,10465.141,4338.95
0,2104.77197,-1366.35,-846.294,-1473.28,-762.539,-1492.31,-896.97,10466.79505,4331.94
0,2105.16089,-1361,-842.135,-1467.8,-758.141,-1487.11,-892.58,10468.73965,4315.91
0,2105.44214,-1361.22,-842.296,-1467.96,-758.305,-1487.3,-892.69,10470.1459,4316.48
0,2105.90649,-1365.12,-845.326,-1471.93,-761.507,-1491.08,-895.87,10472.46765,4328.13
0,2106.22412,-1357.01,-839.022,-1463.64,-754.84,-1483.19,-889.225,10474.0558,4303.84
0,2106.57837,-1367.83,-847.442,-1474.75,-763.752,-1493.74,-898.143,10475.82705,4336.32
0,2106.88037,-1363.46,-844.042,-1470.32,-760.159,-1489.5,-894.598,10477.33705,4323.28
0,2107.23193,-1361.18,-842.265,-1467.94,-758.275,-1487.26,-892.685,10479.09485,4316.38
0,2107.58252,-1361.43,-842.456,-1468.17,-758.475,-1487.5,-892.86,10480.8478,4317.1
0,2108.01465,-1360.37,-841.636,-1467.1,-757.609,-1486.47,-892.002,10483.00845,4313.94
0,2108.36743,-1357.07,-839.072,-1463.73,-754.898,-1483.26,-889.3,10484.77235,4304.06
0,2108.70898,-1366.28,-846.231,-1473.15,-762.47,-1492.22,-896.858,10486.4801,4331.65
0,2108.97583,-1360.11,-841.437,-1466.89,-757.404,-1486.24,-891.847,10487.81435,4313.24
0,2109.34155,-1375.32,-913.5,-1470.69,-760.683,-1555.33,-919.61,10489.64295,4401.34
0,2109.67017,-1373.74,-912.266,-1469.08,-759.383,-1553.79,-918.315,10491.28605,4396.61
0,2109.97241,-1376.94,-914.754,-1472.33,-762.014,-1556.89,-920.915,10492.79725,4406.16
0,2110.34961,-1376.81,-914.658,-1472.23,-761.916,-1556.78,-920.85,10494.68325,4405.82
0,2110.63501,-1369.2,-908.72,-1464.39,-755.623,-1549.36,-914.529,10496.11025,4382.95
0,2110.98828,-1378.48,-915.963,-1473.94,-763.299,-1558.4,-922.222,10497.8766,4410.82
0,2111.31421,-1371.71,-910.68,-1466.98,-757.701,-1551.81,-916.619,10499.50625,4390.5
0,2111.63599,-1372.66,-911.414,-1467.93,-758.478,-1552.72,-917.378,10501.11515,4393.31
0,2112.04834,-1371.22,-910.293,-1466.47,-757.293,-1551.33,-916.209,10503.1769,4389.02
0,2112.44678,-1373.39,-911.981,-1468.67,-759.077,-1553.43,-917.968,10505.1691,4395.49
0,2112.8291,-1377.17,-914.932,-1472.55,-762.201,-1557.11,-921.097,10507.0807,4406.83
0,2113.09302,-1367.18,-907.145,-1462.3,-753.954,-1547.39,-912.853,10508.4003,4376.87
0,2113.36621,-1378.66,-916.098,-1474.11,-763.442,-1558.57,-922.361,10509.76625,4411.34
0,2113.70581,-1371.18,-910.265,-1466.43,-757.261,-1551.29,-916.177,10511.46425,4388.9
