hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),DoS Attack
0,69.70219,-1789.99,-872.421,-1794.06,-1077.85,-1614.09,-978.771,1219.2366,5198.14
0,69.7077,-1790.19,-872.582,-1794.25,-1078.03,-1614.27,-978.922,1219.3468,5198.71
0,83.75301,-1781.27,-864.459,-1788.73,-1073.46,-1603.97,-975.522,1500.253,5173.97
0,83.75542,-1786.58,-869.01,-1793.93,-1078.03,-1609.2,-979.989,1500.3012,5189.71
0,83.77312,-1773.09,-857.472,-1780.53,-1066.38,-1595.86,-968.47,1500.6552,5149.48
0,83.78258,-1774.89,-858.997,-1782.3,-1067.94,-1597.62,-969.981,1500.8444,5154.81
0,83.7845,-1776.81,-860.637,-1784.21,-1069.59,-1599.52,-971.622,1500.8828,5160.54
0,83.78703,-1785.45,-868.055,-1792.83,-1077.07,-1608.1,-979.051,1500.9334,5186.38
0,83.79343,-1775.56,-859.584,-1782.99,-1068.51,-1598.3,-970.582,1501.0614,5156.85
0,83.79613,-1774.78,-858.907,-1782.2,-1067.84,-1597.52,-969.902,1501.1154,5154.5
0,83.79716,-1781.32,-864.49,-1788.68,-1073.49,-1603.97,-975.459,1501.136,5173.97
0,83.79795,-1780.79,-864.059,-1788.19,-1073.03,-1603.48,-975.058,1501.1518,5172.46
0,83.80092,-1783.92,-866.736,-1791.29,-1075.74,-1606.57,-977.722,1501.2112,5181.78
0,83.81064,-1784.77,-867.474,-1792.15,-1076.47,-1607.43,-978.47,1501.4056,5184.35
0,83.86092,-1776,-859.959,-1783.42,-1068.89,-1598.74,-970.957,1502.4112,5158.16
0,83.87189,-1774.05,-858.292,-1781.49,-1067.21,-1596.81,-969.291,1502.6306,5152.35
0,83.87736,-1779.17,-862.648,-1786.54,-1071.62,-1601.84,-973.621,1502.74,5167.55
0,83.92477,-1785.33,-867.931,-1792.67,-1076.95,-1607.95,-978.906,1503.6882,5185.95
0,83.93237,-1784.95,-867.637,-1792.35,-1076.64,-1607.62,-978.64,1503.8402,5184.92
0,83.93395,-1772.9,-857.307,-1780.34,-1066.22,-1595.66,-968.304,1503.8718,5148.9
0,83.94447,-1780.93,-864.174,-1788.32,-1073.15,-1603.61,-975.166,1504.0822,5172.86
0,83.9574,-1773.59,-857.897,-1781.02,-1066.81,-1596.35,-968.892,1504.3408,5150.96
0,83.96163,-1778.68,-862.231,-1786.05,-1071.2,-1601.36,-973.204,1504.4254,5166.09
0,83.97108,-1776.89,-860.723,-1784.31,-1069.66,-1599.62,-971.725,1504.6144,5160.82
0,83.99146,-1781.08,-864.296,-1788.45,-1073.28,-1603.75,-975.275,1505.022,5173.28
0,83.99146,-1777.01,-860.837,-1784.45,-1069.77,-1599.76,-971.848,1505.022,5161.22
0,84.00086,-1785.73,-868.291,-1793.1,-1077.3,-1608.37,-979.286,1505.21,5187.2
0,84.00867,-1781.35,-864.554,-1788.77,-1073.52,-1604.06,-975.57,1505.3662,5174.18
0,84.01258,-1779.39,-862.865,-1786.8,-1071.82,-1602.1,-973.869,1505.4444,5168.29
0,84.01538,-1775.69,-859.701,-1783.13,-1068.63,-1598.44,-970.709,1505.5004,5157.26
0,84.02082,-1780.6,-863.878,-1787.97,-1072.86,-1603.27,-974.854,1505.6092,5171.84
0,84.03348,-1779.3,-862.788,-1786.71,-1071.75,-1602.01,-973.789,1505.8624,5168.02
0,84.03356,-1780.78,-864.049,-1788.17,-1073.02,-1603.47,-975.039,1505.864,5172.42
0,84.04505,-1773.73,-858.011,-1781.15,-1066.93,-1596.48,-969.006,1506.0938,5151.36
0,84.05014,-1781.86,-864.974,-1789.25,-1073.96,-1604.54,-975.967,1506.1956,5175.65
0,84.07101,-1778.41,-862.028,-1785.84,-1070.97,-1601.14,-973.038,1506.613,5165.39
0,84.08685,-1778.32,-861.945,-1785.73,-1070.9,-1601.03,-972.939,1506.9298,5165.08
0,84.09853,-1773.01,-857.414,-1780.47,-1066.32,-1595.79,-968.426,1507.1634,5149.27
0,84.10489,-1776.03,-859.965,-1783.42,-1068.91,-1598.74,-970.945,1507.2906,5158.19
0,84.10493,-1786.4,-868.869,-1793.77,-1077.89,-1609.04,-979.864,1507.2914,5189.21
0,84.11787,-1773.12,-857.495,-1780.55,-1066.4,-1595.88,-968.493,1507.5502,5149.55
0,84.13549,-1784.94,-867.61,-1792.31,-1076.62,-1607.58,-978.603,1507.9026,5184.83
0,84.13551,-1784.95,-867.629,-1792.33,-1076.63,-1607.61,-978.629,1507.903,5184.89
0,84.13725,-1781.24,-864.466,-1788.67,-1073.43,-1603.96,-975.479,1507.9378,5173.87
0,84.14017,-1779.14,-862.654,-1786.56,-1071.61,-1601.86,-973.658,1507.9962,5167.56
0,84.14271,-1783.12,-866.048,-1790.49,-1075.05,-1605.78,-977.03,1508.047,5179.39
0,84.16183,-1774.47,-858.651,-1781.9,-1067.57,-1597.22,-969.648,1508.4294,5153.59
0,84.17528,-1779.39,-862.841,-1786.76,-1071.82,-1602.06,-973.815,1508.6984,5168.21
0,84.18582,-1784.09,-866.876,-1791.45,-1075.88,-1606.73,-977.856,1508.9092,5182.27
0,84.18995,-1784.52,-867.257,-1791.9,-1076.25,-1607.18,-978.256,1508.9918,5183.6
0,84.1936,-1782.34,-865.4,-1789.75,-1074.37,-1605.04,-976.407,1509.0648,5177.13
0,84.1992,-1782.02,-865.115,-1789.42,-1074.09,-1604.7,-976.114,1509.1768,5176.14
0,84.20876,-1778.45,-862.069,-1785.88,-1071.01,-1601.18,-973.078,1509.368,5165.51
0,84.20935,-1775.1,-859.193,-1782.54,-1068.12,-1597.85,-970.198,1509.3798,5155.49
0,84.21049,-1772.63,-857.075,-1780.07,-1065.99,-1595.4,-968.075,1509.4026,5148.1
0,84.21065,-1779.69,-863.11,-1787.08,-1072.08,-1602.38,-974.101,1509.4058,5169.15
0,84.2141,-1775.52,-859.559,-1782.96,-1068.48,-1598.28,-970.569,1509.4748,5156.76
0,84.21877,-1786.15,-868.656,-1793.52,-1077.67,-1608.79,-979.65,1509.5682,5188.46
0,84.22511,-1780.41,-863.76,-1787.85,-1072.71,-1603.14,-974.781,1509.695,5171.4
0,84.22543,-1783.51,-866.386,-1790.88,-1075.38,-1606.17,-977.372,1509.7014,5180.56
0,84.22584,-1773.38,-857.722,-1780.82,-1066.64,-1596.15,-968.719,1509.7096,5150.35
0,84.22694,-1785.06,-867.719,-1792.44,-1076.73,-1607.71,-978.711,1509.7316,5185.21
0,84.23199,-1773.57,-857.88,-1781,-1066.79,-1596.33,-968.878,1509.8326,5150.9
0,84.24875,-1773.4,-857.726,-1780.82,-1066.65,-1596.15,-968.717,1510.1678,5150.37
0,84.24903,-1784.41,-867.158,-1791.79,-1076.16,-1607.06,-978.151,1510.1734,5183.26
0,84.25046,-1780.08,-863.469,-1787.51,-1072.42,-1602.81,-974.484,1510.202,5170.4
0,84.26038,-1775.6,-859.628,-1783.04,-1068.55,-1598.36,-970.639,1510.4004,5157
0,84.27345,-1781.18,-864.371,-1788.54,-1073.36,-1603.83,-975.344,1510.6618,5173.55
0,84.27578,-1784.15,-866.929,-1791.52,-1075.93,-1606.8,-977.917,1510.7084,5182.47
0,84.28187,-1778.98,-862.532,-1786.42,-1071.48,-1601.72,-973.549,1510.8302,5167.12
0,84.28266,-1782.52,-865.535,-1789.9,-1074.53,-1605.18,-976.518,1510.846,5177.6
0,84.28352,-1779.3,-862.797,-1786.73,-1071.75,-1602.03,-973.806,1510.8632,5168.06
0,84.29665,-1784.2,-866.967,-1791.55,-1075.98,-1606.84,-977.945,1511.1258,5182.59
0,84.30371,-1779.69,-863.134,-1787.12,-1072.08,-1602.42,-974.149,1511.267,5169.23
0,84.30495,-1773.78,-858.071,-1781.24,-1066.98,-1596.56,-969.086,1511.2918,5151.58
0,84.30885,-1776.59,-860.451,-1783.99,-1069.4,-1599.3,-971.432,1511.3698,5159.88
0,84.32201,-1772.82,-857.244,-1780.27,-1066.15,-1595.59,-968.249,1511.633,5148.68
0,84.325,-1775.32,-859.361,-1782.72,-1068.3,-1598.04,-970.342,1511.6928,5156.08
0,84.33788,-1772.99,-857.378,-1780.42,-1066.29,-1595.75,-968.378,1511.9504,5149.16
0,84.36255,-1775.42,-859.447,-1782.82,-1068.39,-1598.14,-970.428,1512.4438,5156.38
0,84.37751,-1772.18,-856.693,-1779.63,-1065.6,-1594.95,-967.696,1512.743,5146.76
0,84.38313,-1775.63,-859.621,-1783.02,-1068.57,-1598.34,-970.599,1512.8554,5156.99
0,84.38937,-1775.52,-859.543,-1782.94,-1068.48,-1598.25,-970.535,1512.9802,5156.71
0,84.39318,-1779.13,-862.623,-1786.51,-1071.59,-1601.81,-973.603,1513.0564,5167.45
0,84.39981,-1777.82,-861.515,-1785.23,-1070.46,-1600.54,-972.515,1513.189,5163.59
0,84.40541,-1782.92,-865.868,-1790.28,-1074.87,-1605.57,-976.845,1513.301,5178.77
0,84.41441,-1783.86,-866.692,-1791.25,-1075.69,-1606.53,-977.688,1513.481,5181.64
0,84.43737,-1783.36,-866.273,-1790.76,-1075.26,-1606.04,-977.274,1513.9402,5180.16
0,84.43805,-1778.6,-862.197,-1786.03,-1071.14,-1601.33,-973.212,1513.9538,5165.96
0,84.44266,-1772.6,-857.059,-1780.06,-1065.96,-1595.38,-968.074,1514.046,5148.04
0,84.44534,-1783.94,-866.754,-1791.32,-1075.76,-1606.6,-977.746,1514.0996,5181.86
0,84.4501,-1783.82,-866.662,-1791.21,-1075.65,-1606.49,-977.662,1514.1948,5181.52
0,84.45101,-1776.35,-860.262,-1783.77,-1069.2,-1599.09,-971.26,1514.213,5159.21
0,84.45101,-1778.33,-861.945,-1785.73,-1070.91,-1601.03,-972.932,1514.213,5165.09
0,84.46794,-1775.37,-859.423,-1782.8,-1068.35,-1598.12,-970.427,1514.5516,5156.29
0,84.46808,-1772.62,-857.068,-1780.06,-1065.98,-1595.39,-968.069,1514.5544,5148.07
0,84.46892,-1778.35,-861.941,-1785.71,-1070.91,-1601.02,-972.912,1514.5712,5165.08
0,84.4826,-1778.19,-861.834,-1785.6,-1070.79,-1600.91,-972.83,1514.8448,5164.7
0,84.48276,-1778.43,-862.039,-1785.84,-1071,-1601.14,-973.032,1514.848,5165.41
0,84.4926,-1780.71,-863.985,-1788.1,-1072.96,-1603.39,-974.972,1515.0448,5172.2
0,84.49487,-1784.47,-867.209,-1791.84,-1076.22,-1607.12,-978.193,1515.0902,5183.43
0,84.49855,-1785.84,-868.389,-1793.21,-1077.4,-1608.49,-979.384,1515.1638,5187.54
0,84.50351,-1780.81,-864.101,-1788.25,-1073.06,-1603.54,-975.119,1515.263,5172.6
0,84.50839,-1776.09,-860.047,-1783.53,-1068.97,-1598.84,-971.06,1515.3606,5158.46
0,84.5157,-1777.06,-860.861,-1784.47,-1069.81,-1599.78,-971.85,1515.5068,5161.31
0,84.53275,-1777.65,-861.361,-1785.05,-1070.31,-1600.36,-972.352,1515.8478,5163.06
0,84.54123,-1773.17,-857.547,-1780.62,-1066.46,-1595.95,-968.556,1516.0174,5149.74
0,84.54645,-1777,-860.796,-1784.39,-1069.75,-1599.7,-971.773,1516.1218,5161.09
0,84.54846,-1775.78,-859.771,-1783.2,-1068.71,-1598.52,-970.768,1516.162,5157.5
0,84.55295,-1781.22,-864.409,-1788.58,-1073.4,-1603.88,-975.383,1516.2518,5173.68
0,84.57007,-1783.13,-866.063,-1790.51,-1075.06,-1605.8,-977.054,1516.5942,5179.44
0,84.59725,-1774.19,-858.41,-1781.62,-1067.33,-1596.94,-969.407,1517.1378,5152.75
0,84.59728,-1779,-862.504,-1786.37,-1071.48,-1601.67,-973.478,1517.1384,5167.04
0,84.60558,-1784.53,-867.252,-1791.89,-1076.27,-1607.17,-978.228,1517.3044,5183.59
0,84.61453,-1776.43,-860.328,-1783.85,-1069.26,-1599.16,-971.326,1517.4834,5159.44
0,84.61546,-1779.67,-863.087,-1787.05,-1072.06,-1602.35,-974.069,1517.502,5169.07
0,84.61561,-1777.19,-860.978,-1784.61,-1069.92,-1599.92,-971.982,1517.505,5161.72
0,84.62514,-1776.89,-860.715,-1784.3,-1069.66,-1599.61,-971.71,1517.6956,5160.8
0,84.62523,-1784.19,-866.973,-1791.57,-1075.97,-1606.85,-977.968,1517.6974,5182.61
0,84.63638,-1783.03,-865.984,-1790.43,-1074.97,-1605.71,-976.988,1517.9204,5179.17
0,84.64134,-1784.36,-867.125,-1791.75,-1076.12,-1607.02,-978.119,1518.0196,5183.13
0,84.64744,-1783,-865.967,-1790.41,-1074.95,-1605.69,-976.971,1518.1416,5179.1
0,84.64879,-1781.29,-864.5,-1788.7,-1073.47,-1603.99,-975.504,1518.1686,5173.98
0,84.65156,-1783.44,-866.328,-1790.82,-1075.32,-1606.1,-977.318,1518.224,5180.36
0,84.65411,-1775.99,-859.956,-1783.42,-1068.89,-1598.73,-970.953,1518.275,5158.14
0,84.66155,-1774.5,-858.674,-1781.93,-1067.6,-1597.25,-969.671,1518.4238,5153.68
0,84.66915,-1779.65,-863.062,-1787.02,-1072.04,-1602.32,-974.036,1518.5758,5168.99
0,84.67352,-1773.59,-857.909,-1781.05,-1066.82,-1596.37,-968.925,1518.6632,5151.01
0,84.6841,-1775.04,-859.127,-1782.45,-1068.06,-1597.77,-970.112,1518.8748,5155.26
0,84.69382,-1776.94,-860.754,-1784.34,-1069.71,-1599.65,-971.739,1519.0692,5160.93
0,84.70302,-1776.11,-860.053,-1783.53,-1068.99,-1598.85,-971.049,1519.2532,5158.49
0,84.7087,-1785.65,-868.223,-1793.02,-1077.24,-1608.29,-979.218,1519.3668,5186.96
0,98.75406,-1761.67,-847.717,-1769.16,-1056.54,-1584.54,-958.712,1800.274,5115.37
0,98.75581,-1760.55,-846.74,-1768.01,-1055.58,-1583.39,-957.723,1800.309,5111.95
0,98.75829,-1756.38,-843.191,-1763.87,-1051.99,-1579.27,-954.182,1800.3586,5099.52
0,98.77246,-1756.75,-843.493,-1764.22,-1052.31,-1579.61,-954.467,1800.642,5100.58
0,98.77601,-1765.79,-851.205,-1773.22,-1060.09,-1588.58,-962.183,1800.713,5127.59
0,98.78464,-1768.43,-853.457,-1775.85,-1062.36,-1591.19,-964.432,1800.8856,5135.47
0,98.79032,-1761.15,-847.256,-1768.62,-1056.09,-1584,-958.24,1800.9992,5113.77
0,98.79539,-1769.98,-854.787,-1777.4,-1063.7,-1592.74,-965.769,1801.1006,5140.12
0,98.80016,-1757.95,-844.524,-1765.42,-1053.34,-1580.82,-955.507,1801.196,5104.19
0,98.80039,-1763.54,-849.268,-1770.95,-1058.14,-1586.32,-960.226,1801.2006,5120.81
0,98.8008,-1760.97,-847.102,-1768.44,-1055.94,-1583.82,-958.092,1801.2088,5113.23
0,98.81197,-1761.35,-847.418,-1768.8,-1056.26,-1584.18,-958.396,1801.4322,5114.33
0,98.86128,-1760.99,-847.108,-1768.44,-1055.95,-1583.82,-958.088,1802.4184,5113.25
0,98.87265,-1768.06,-853.143,-1775.48,-1062.04,-1590.83,-964.124,1802.6458,5134.37
0,98.87837,-1768.55,-853.568,-1775.98,-1062.46,-1591.32,-964.552,1802.7602,5135.85
0,98.92559,-1765.11,-850.64,-1772.57,-1059.5,-1587.93,-961.637,1803.7046,5125.61
0,98.93346,-1758.87,-845.32,-1766.37,-1054.13,-1581.75,-956.323,1803.862,5106.99
0,98.93496,-1759.19,-845.571,-1766.65,-1054.4,-1582.03,-956.546,1803.892,5107.87
0,98.94653,-1756.79,-843.537,-1764.27,-1052.35,-1579.67,-954.522,1804.1234,5100.73
0,98.96178,-1762.52,-848.394,-1769.93,-1057.26,-1585.31,-959.35,1804.4284,5117.76
0,98.96838,-1766.43,-851.739,-1773.84,-1060.63,-1589.2,-962.707,1804.5604,5129.47
0,98.97427,-1763.87,-849.583,-1771.34,-1058.44,-1586.7,-960.576,1804.6782,5121.91
0,98.99244,-1761.14,-847.25,-1768.61,-1056.09,-1583.99,-958.241,1805.0416,5113.74
0,98.9925,-1756.25,-843.084,-1763.75,-1051.88,-1579.15,-954.079,1805.0428,5099.15
0,99.0051,-1758.8,-845.234,-1766.25,-1054.07,-1581.64,-956.2,1805.2948,5106.69
0,99.00941,-1769.55,-854.417,-1776.97,-1063.33,-1592.31,-965.397,1805.381,5138.83
0,99.01323,-1766.05,-851.451,-1773.52,-1060.32,-1588.87,-962.449,1805.4574,5128.44
0,99.01628,-1760.35,-846.587,-1767.85,-1055.41,-1583.22,-957.589,1805.5184,5111.42
0,99.02312,-1765.91,-851.29,-1773.31,-1060.18,-1588.67,-962.25,1805.6552,5127.89
0,99.03455,-1758.07,-844.621,-1765.54,-1053.44,-1580.93,-955.602,1805.8838,5104.54
0,99.03468,-1760.91,-847.031,-1768.35,-1055.88,-1583.73,-957.998,1805.8864,5112.99
0,99.04733,-1759.66,-845.979,-1767.13,-1054.81,-1582.51,-956.962,1806.1394,5109.3
0,99.05117,-1769.63,-854.482,-1777.04,-1063.39,-1592.38,-965.463,1806.2162,5139.05
0,99.07228,-1769.66,-854.519,-1777.09,-1063.42,-1592.43,-965.506,1806.6384,5139.18
0,99.08839,-1759.69,-846.012,-1767.16,-1054.84,-1582.55,-956.996,1806.9606,5109.4
0,99.09931,-1763.93,-849.607,-1771.35,-1058.48,-1586.72,-960.571,1807.179,5122
0,99.10625,-1762.5,-848.402,-1769.96,-1057.25,-1585.33,-959.388,1807.3178,5117.79
0,99.10641,-1767.67,-852.802,-1775.08,-1061.7,-1590.43,-963.765,1807.321,5133.18
0,99.11874,-1763.35,-849.141,-1770.83,-1057.99,-1586.19,-960.14,1807.5676,5120.37
0,99.14027,-1763.77,-849.487,-1771.22,-1058.35,-1586.59,-960.467,1807.9982,5121.58
0,99.14032,-1769.28,-854.174,-1776.67,-1063.09,-1592.02,-965.138,1807.9992,5137.97
0,99.14114,-1767.55,-852.725,-1775,-1061.61,-1590.35,-963.717,1808.0156,5132.9
0,99.14221,-1758.8,-845.253,-1766.28,-1054.07,-1581.67,-956.235,1808.037,5106.75
0,99.14412,-1760.23,-846.456,-1767.68,-1055.3,-1583.06,-957.428,1808.0752,5110.97
0,99.16302,-1761.4,-847.458,-1768.85,-1056.31,-1584.23,-958.433,1808.4532,5114.48
0,99.17614,-1762.68,-848.549,-1770.12,-1057.41,-1585.49,-959.524,1808.7156,5118.29
0,99.18678,-1756.67,-843.443,-1764.17,-1052.24,-1579.57,-954.443,1808.9284,5100.41
0,99.19081,-1756.74,-843.484,-1764.21,-1052.3,-1579.6,-954.458,1809.009,5100.55
0,99.19482,-1767.79,-852.906,-1775.21,-1061.8,-1590.55,-963.885,1809.0892,5133.55
0,99.19997,-1757.5,-844.143,-1764.98,-1052.95,-1580.37,-955.125,1809.1922,5102.85
0,99.21187,-1758.79,-845.225,-1766.24,-1054.06,-1581.63,-956.197,1809.4302,5106.66
0,99.21204,-1761.46,-847.498,-1768.89,-1056.35,-1584.27,-958.467,1809.4336,5114.62
0,99.21239,-1766.14,-851.493,-1773.55,-1060.38,-1588.91,-962.457,1809.4406,5128.6
0,99.21243,-1761.44,-847.511,-1768.92,-1056.34,-1584.3,-958.51,1809.4414,5114.66
0,99.21581,-1757.9,-844.489,-1765.39,-1053.3,-1580.78,-955.479,1809.509,5104.07
0,99.21951,-1766.31,-851.644,-1773.73,-1060.53,-1589.09,-962.622,1809.583,5129.13
0,99.2269,-1755.77,-842.662,-1763.25,-1051.46,-1578.65,-953.643,1809.7308,5097.67
0,99.22725,-1765.75,-851.17,-1773.18,-1060.05,-1588.54,-962.147,1809.7378,5127.47
0,99.22771,-1760.62,-846.814,-1768.11,-1055.64,-1583.49,-957.814,1809.747,5112.22
0,99.22836,-1769.61,-854.473,-1777.03,-1063.38,-1592.37,-965.455,1809.76,5139.01
0,99.23286,-1768.81,-853.799,-1776.25,-1062.69,-1591.59,-964.789,1809.85,5136.65
0,99.25155,-1764.83,-850.411,-1772.31,-1059.27,-1587.66,-961.41,1810.2238,5124.8
0,99.25363,-1758.34,-844.87,-1765.84,-1053.68,-1581.23,-955.873,1810.2654,5105.41
0,99.25373,-1763.5,-849.235,-1770.91,-1058.11,-1586.28,-960.194,1810.2674,5120.69
0,99.26128,-1764.67,-850.251,-1772.11,-1059.12,-1587.47,-961.229,1810.4184,5124.25
0,99.27477,-1764.17,-849.83,-1771.62,-1058.69,-1586.98,-960.814,1810.6882,5122.77
0,99.27653,-1760.11,-846.374,-1767.59,-1055.2,-1582.97,-957.369,1810.7234,5110.67
0,99.28247,-1765.69,-851.105,-1773.1,-1060,-1588.46,-962.065,1810.8422,5127.25
0,99.28354,-1761.27,-847.368,-1768.76,-1056.2,-1584.13,-958.365,1810.8636,5114.16
0,99.28493,-1764.8,-850.352,-1772.22,-1059.23,-1587.59,-961.32,1810.8914,5124.61
0,99.30045,-1761.51,-847.57,-1768.99,-1056.41,-1584.36,-958.563,1811.2018,5114.86
0,99.30461,-1764.74,-850.299,-1772.16,-1059.18,-1587.52,-961.267,1811.285,5124.42
0,99.30639,-1757.22,-843.896,-1764.69,-1052.71,-1580.09,-954.876,1811.3206,5102
0,99.31107,-1756.66,-843.419,-1764.13,-1052.23,-1579.53,-954.396,1811.4142,5100.32
0,99.32298,-1758.92,-845.335,-1766.37,-1054.17,-1581.75,-956.302,1811.6524,5107.04
0,99.32626,-1759.5,-845.832,-1766.95,-1054.67,-1582.34,-956.807,1811.718,5108.79
0,99.34005,-1769.61,-854.467,-1777.03,-1063.38,-1592.36,-965.447,1811.9938,5139
0,99.36346,-1755.83,-842.724,-1763.32,-1051.52,-1578.72,-953.707,1812.462,5097.87
0,99.37832,-1768.55,-853.562,-1775.97,-1062.47,-1591.31,-964.54,1812.7592,5135.83
0,99.3839,-1768.5,-853.526,-1775.93,-1062.42,-1591.28,-964.512,1812.8708,5135.71
0,99.39134,-1765.62,-851.078,-1773.08,-1059.94,-1588.44,-962.073,1813.0196,5127.14
0,99.3943,-1763.41,-849.189,-1770.88,-1058.04,-1586.24,-960.18,1813.0788,5120.53
0,99.40186,-1764.97,-850.502,-1772.4,-1059.38,-1587.76,-961.478,1813.23,5125.13
0,99.40662,-1764.91,-850.459,-1772.35,-1059.33,-1587.72,-961.442,1813.3252,5124.98
0,99.41572,-1760.74,-846.916,-1768.23,-1055.74,-1583.6,-957.912,1813.5072,5112.57
0,99.43854,-1763.62,-849.35,-1771.05,-1058.22,-1586.42,-960.319,1813.9636,5121.09
0,99.43894,-1759.31,-845.688,-1766.79,-1054.51,-1582.18,-956.683,1813.9716,5108.28
0,99.44361,-1763.98,-849.651,-1771.4,-1058.53,-1586.77,-960.613,1814.065,5122.15
0,99.44652,-1762.81,-848.67,-1770.27,-1057.52,-1585.64,-959.656,1814.1232,5118.72
0,99.4509,-1762.03,-847.997,-1769.48,-1056.84,-1584.86,-958.98,1814.2108,5116.37
0,99.45181,-1758.9,-845.341,-1766.38,-1054.16,-1581.77,-956.331,1814.229,5107.05
0,99.45181,-1755.52,-842.455,-1763.01,-1051.25,-1578.41,-953.442,1814.229,5096.94
0,99.46879,-1758.14,-844.67,-1765.59,-1053.5,-1580.98,-955.635,1814.5686,5104.71
0,99.46893,-1761.07,-847.166,-1768.51,-1056.02,-1583.88,-958.134,1814.5714,5113.46
0,99.47026,-1760.66,-846.831,-1768.12,-1055.67,-1583.5,-957.811,1814.598,5112.28
0,99.48449,-1758.26,-844.792,-1765.74,-1053.61,-1581.13,-955.778,1814.8826,5105.13
0,99.48476,-1759.36,-845.718,-1766.82,-1054.55,-1582.2,-956.691,1814.888,5108.38
0,99.49552,-1759.81,-846.101,-1767.27,-1054.94,-1582.65,-957.077,1815.1032,5109.73
0,99.49654,-1762.37,-848.278,-1769.8,-1057.14,-1585.18,-959.248,1815.1236,5117.35
0,99.49936,-1757.49,-844.144,-1764.99,-1052.95,-1580.38,-955.14,1815.18,5102.86
0,99.50427,-1759.2,-845.572,-1766.64,-1054.41,-1582.03,-956.542,1815.2782,5107.87
0,99.50926,-1758.44,-844.939,-1765.91,-1053.76,-1581.3,-955.919,1815.378,5105.65
0,99.51658,-1761.36,-847.412,-1768.79,-1056.27,-1584.17,-958.379,1815.5244,5114.32
0,99.53478,-1763.07,-848.883,-1770.51,-1057.74,-1585.88,-959.857,1815.8884,5119.46
0,99.54226,-1766.07,-851.443,-1773.5,-1060.33,-1588.85,-962.414,1816.038,5128.42
0,99.54758,-1759.51,-845.869,-1767.01,-1054.68,-1582.39,-956.873,1816.1444,5108.91
0,99.54994,-1760.34,-846.55,-1767.79,-1055.39,-1583.17,-957.525,1816.1916,5111.3
0,99.55429,-1756.42,-843.228,-1763.92,-1052.03,-1579.31,-954.219,1816.2786,5099.65
0,99.57255,-1767.85,-852.964,-1775.27,-1061.86,-1590.62,-963.942,1816.6438,5133.74
0,99.59846,-1764.53,-850.144,-1771.99,-1059,-1587.35,-961.141,1817.162,5123.87
0,99.59849,-1764.54,-850.141,-1771.98,-1059.01,-1587.35,-961.123,1817.1626,5123.87
0,99.60774,-1757.06,-843.762,-1764.53,-1052.57,-1579.93,-954.742,1817.3476,5101.52
0,99.61665,-1769.35,-854.246,-1776.77,-1063.16,-1592.11,-965.225,1817.5258,5138.23
0,99.6204,-1757.02,-843.735,-1764.5,-1052.54,-1579.9,-954.717,1817.6008,5101.42
0,99.62238,-1759.36,-845.711,-1766.81,-1054.55,-1582.19,-956.679,1817.6404,5108.36
0,99.62639,-1755.73,-842.638,-1763.23,-1051.44,-1578.63,-953.627,1817.7206,5097.59
0,99.62682,-1755.28,-842.236,-1762.75,-1051.04,-1578.15,-953.212,1817.7292,5096.18
0,99.63945,-1766.3,-851.637,-1773.73,-1060.53,-1589.08,-962.614,1817.9818,5129.11
0,99.64225,-1763.86,-849.569,-1771.32,-1058.42,-1586.68,-960.561,1818.0378,5121.86
0,99.64826,-1767.32,-852.506,-1774.73,-1061.4,-1590.09,-963.476,1818.158,5132.14
0,99.65135,-1769.39,-854.286,-1776.81,-1063.19,-1592.16,-965.265,1818.2198,5138.36
0,99.6523,-1764.31,-849.962,-1771.78,-1058.81,-1587.14,-960.965,1818.2388,5123.23
0,99.65556,-1761.75,-847.765,-1769.21,-1056.6,-1584.59,-958.755,1818.304,5115.55
0,99.66164,-1766.99,-852.218,-1774.39,-1061.12,-1589.75,-963.18,1818.4256,5131.13
0,99.67123,-1764.3,-849.944,-1771.76,-1058.8,-1587.12,-960.938,1818.6174,5123.18
0,99.67467,-1766.22,-851.568,-1773.64,-1060.45,-1589,-962.544,1818.6862,5128.86
0,99.68685,-1768.87,-853.835,-1776.29,-1062.74,-1591.63,-964.81,1818.9298,5136.79
0,99.69444,-1757.77,-844.371,-1765.25,-1053.18,-1580.64,-955.354,1819.0816,5103.66
0,99.70454,-1764.07,-849.721,-1771.48,-1058.6,-1586.85,-960.676,1819.2836,5122.4
0,99.70921,-1764.03,-849.708,-1771.48,-1058.57,-1586.84,-960.69,1819.377,5122.35
0,113.75494,-1746.7,-834.947,-1754.22,-1043.68,-1569.66,-945.923,2100.2916,5070.58
0,113.75655,-1749.12,-836.979,-1756.59,-1045.75,-1572.02,-947.936,2100.3238,5077.73
0,113.75931,-1746.28,-834.585,-1753.8,-1043.32,-1569.24,-945.562,2100.379,5069.32
0,113.77341,-1742.41,-831.294,-1749.94,-1040,-1565.4,-942.27,2100.661,5057.75
0,113.77713,-1743.66,-832.338,-1751.15,-1041.07,-1566.61,-943.296,2100.7354,5061.42
0,113.78565,-1741.98,-830.921,-1749.5,-1039.64,-1564.96,-941.889,2100.9058,5056.44
0,113.79128,-1742.63,-831.463,-1750.13,-1040.19,-1565.59,-942.422,2101.0184,5058.35
