hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2
0, 0.24401, 523, -180, 0, 0
0, 0.24501, 523, 180, 0, 0
0, 0.24501, 523, 180, 0, 0
0, 0.24601, 523, -180, 0, 0
0, 0.24601, 523, -180, 0, 0
0, 0.24701, 523, 180, 0, 0
0, 0.24701, 523, 180, 0, 0
0, 0.24801, 523.004, 179.999, 0, 0
0, 0.24801, 523.004, 179.999, 0, 0
0, 0.24901, 522.999, -180, 0, 0
0, 0.24901, 522.999, -180, 0, 0
0, 0.25001, 523, 180, 0, 0
0, 0.25001, 523, 180, 0, 0
0, 0.25101, 523, 180, 0, 0
0, 0.25101, 523, 180, 0, 0
0, 0.25201, 523, -180, 0, 0
0, 0.25201, 523, -180, 0, 0
0, 0.25301, 523, 180, 0, 0
0, 0.25301, 523, 180, 0, 0
0, 0.25401, 523, -180, 0, 0
0, 0.25401, 523, -180, 0, 0
0, 0.25501, 523, 180, 0, 0
0, 0.25501, 523, 180, 0, 0
0, 0.25601, 523.005, 179.999, 0, 0
0, 0.25601, 523.005, 179.999, 0, 0
0, 0.25701, 522.999, -180, 0, 0
0, 0.25701, 522.999, -180, 0, 0
0, 0.25801, 523, 180, 0, 0
0, 0.25801, 523, 180, 0, 0
0, 0.25901, 523, 180, 0, 0
0, 0.25901, 523, 180, 0, 0
0, 0.26001, 523, -180, 0, 0
0, 0.26001, 523, -180, 0, 0
0, 0.26101, 523, 180, 0, 0
0, 0.26101, 523, 180, 0, 0
0, 0.26201, 523, -180, 0, 0
0, 0.26201, 523, -180, 0, 0
0, 0.26301, 523, 180, 0, 0
0, 0.26301, 523, 180, 0, 0
0, 0.26401, 523.005, 179.999, 0, 0
0, 0.26401, 523.005, 179.999, 0, 0
0, 0.26501, 522.999, -180, 0, 0
0, 0.26501, 522.999, -180, 0, 0
0, 0.26601, 523, 180, 0, 0
0, 0.26601, 523, 180, 0, 0
0, 0.26701, 523, 180, 0, 0
0, 0.26701, 523, 180, 0, 0
0, 0.26801, 523, -180, 0, 0
0, 0.26801, 523, -180, 0, 0
0, 0.26901, 523, 180, 0, 0
0, 0.26901, 523, 180, 0, 0
0, 0.27001, 523, -180, 0, 0
0, 0.27001, 523, -180, 0, 0
0, 0.27101, 523, 180, 0, 0
0, 0.27101, 523, 180, 0, 0
0, 0.27201, 523.005, 179.999, 0, 0
0, 0.27201, 523.005, 179.999, 0, 0
0, 0.27301, 522.999, -180, 0, 0
0, 0.27301, 522.999, -180, 0, 0
0, 0.27401, 523, 180, 0, 0
0, 0.27401, 523, 180, 0, 0
0, 0.27501, 523, 180, 0, 0
0, 0.27501, 523, 180, 0, 0
0, 0.27601, 523, -180, 0, 0
0, 0.27601, 523, -180, 0, 0
0, 0.27701, 523, 180, 0, 0
0, 0.27701, 523, 180, 0, 0
0, 0.27801, 523, -180, 0, 0
0, 0.27801, 523, -180, 0, 0
0, 0.27901, 523, 180, 0, 0
0, 0.27901, 523, 180, 0, 0
0, 0.28001, 523.005, 179.999, 0, 0
0, 0.28001, 523.005, 179.999, 0, 0
0, 0.28101, 522.999, -180, 0, 0
0, 0.28101, 522.999, -180, 0, 0
0, 0.28201, 523, 180, 0, 0
0, 0.28201, 523, 180, 0, 0
0, 0.28301, 523, 180, 0, 0
0, 0.28301, 523, 180, 0, 0
0, 0.28401, 523, -180, 0, 0
0, 0.28401, 523, -180, 0, 0
0, 0.28501, 523, 180, 0, 0
0, 0.28501, 523, 180, 0, 0
0, 0.28601, 523, -180, 0, 0
0, 0.28601, 523, -180, 0, 0
0, 0.28701, 523, 180, 0, 0
0, 0.28701, 523, 180, 0, 0
0, 0.28801, 523.005, 179.999, 0, 0
0, 0.28801, 523.005, 179.999, 0, 0
0, 0.28901, 522.999, -180, 0, 0
0, 0.28901, 522.999, -180, 0, 0
0, 0.29001, 523.014, 179.995, 0, 0
0, 0.29001, 523.014, 179.995, 0, 0
0, 0.29101, 522.988, -179.999, 0, 0
0, 0.29101, 522.988, -179.999, 0, 0
0, 0.29201, 523.006, 180, 0, 0
0, 0.29201, 523.006, 180, 0, 0
0, 0.29301, 522.998, 180, 0, 0
0, 0.29301, 522.998, 180, 0, 0
0, 0.29401, 523.001, -180, 0, 0
0, 0.29401, 523.001, -180, 0, 0
0, 0.29501, 523, 180, 0, 0
0, 0.29501, 523, 180, 0, 0
0, 0.29601, 523.006, 179.999, 0, 0
0, 0.29601, 523.006, 179.999, 0, 0
0, 0.29701, 522.999, -180, 0, 0
